6,166,6,79,4,2,16,18,47,,,,,
Pysshium ulssimum pop,,,k_f,g_f,d_ss,k_ss,d_f,k_ff,,,,,
sample,pop,Py28,,Py62,,Py69,,Py30,,Py55,,Py57,
4.21 B,g_f,499,499,167,167,0,0,418,418,163,163,201,201
4.21 C,g_f,499,499,167,167,290,290,418,418,163,163,201,201
12.3B,d_ss,499,511,167,167,290,284,418,430,163,171,195,201
12.3C,d_ss,0,0,167,167,290,284,418,430,163,171,195,201
15.1A,k_ss,497,497,167,167,290,290,418,418,0,0,201,201
16.3 B,k_ss,499,499,167,170,290,284,418,424,161,161,195,201
16.3 C,k_ss,499,503,170,170,290,284,418,424,0,0,195,201
19.5B,k_ss,0,0,167,167,0,0,0,0,0,0,0,0
19.50B,k_ss,497,497,167,167,290,290,418,418,163,163,0,0
23.5A,d_ff,499,499,167,167,290,290,418,418,161,161,201,201
23.5B,d_ff,0,0,167,167,290,290,418,418,161,161,201,201
23.5C,d_ff,497,501,167,167,290,290,418,418,161,161,201,201
23.9B,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.9C,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.15B,d_ff,497,501,167,167,290,290,418,418,161,161,201,201
23.16 C,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.17A,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.17C,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.18 B,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.19A,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
23.19C,d_ff,497,497,167,167,290,290,418,418,161,161,201,201
24.3 A,d_ff,497,497,167,173,284,284,424,424,161,173,195,195
24.3B,d_ff,497,497,167,173,284,284,424,424,161,173,195,195
24.3C,d_ff,497,501,167,173,284,284,424,424,161,173,195,195
24.13B,d_ff,497,501,167,173,284,284,424,424,161,173,195,195
24.13C,d_ff,497,497,167,173,284,284,424,424,161,173,195,195
24.16C,d_ff,497,501,167,173,284,284,424,424,161,173,195,195
28.13B,k_ff,497,501,167,167,290,290,418,418,161,161,201,201
28.13C,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.1A,k_ff,501,501,167,170,284,284,418,424,161,167,195,195
29.1B,k_ff,501,501,167,170,284,284,418,424,161,167,195,195
29.1 C,k_ff,501,501,167,170,284,284,418,424,161,167,195,195
29.4A,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.4B,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.4C,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.9A,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.9B,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.9C,k_ff,497,497,167,167,290,290,418,418,161,161,201,201
29.10A,k_ff,501,501,167,170,290,284,418,424,161,167,0,0
29.10C,k_ff,501,501,167,170,290,284,418,424,161,167,195,195
30.1 C,k_ff,497,497,167,167,290,284,418,430,163,171,195,195
30.9A,k_ff,497,497,167,167,290,284,418,430,163,171,195,195
30.9B,k_ff,497,501,167,167,290,284,418,430,163,171,195,195
30.9C,k_ff,497,497,167,167,290,284,418,430,163,171,195,195
30.10A,k_ff,497,509,167,167,290,284,418,430,163,171,195,195
30.10B,k_ff,497,509,167,167,290,284,418,430,163,171,195,195
30.10C,k_ff,501,501,167,170,290,284,418,418,161,167,195,195
30.11B,k_ff,501,501,167,170,290,284,418,418,161,167,195,195
30.11C,k_ff,501,501,167,170,290,284,0,0,161,167,195,195
30.12B,k_ff,497,501,167,167,290,284,418,430,163,171,195,195
30.12C,k_ff,497,497,167,167,290,284,418,430,163,171,195,195
30.13A,k_ff,501,501,167,170,290,284,418,418,161,167,195,195
30.13C,k_ff,501,501,167,170,290,284,418,418,161,167,195,195
30.15A,k_ff,497,509,167,167,290,284,418,430,163,171,195,195
30.15B,k_ff,497,501,167,167,290,284,418,430,163,171,195,195
30.15C,k_ff,497,509,167,167,290,284,418,430,163,171,195,195
30.16A,k_ff,501,501,170,170,0,0,418,418,161,167,195,195
30.16C,k_ff,501,501,167,170,290,284,418,418,161,167,195,195
30.18A,k_ff,497,501,167,170,290,284,418,418,161,167,195,195
30.18B,k_ff,497,501,167,170,290,284,0,0,0,0,0,0
30.18C,k_ff,501,501,167,170,290,284,418,418,161,167,195,195
30.19A,k_ff,497,509,167,167,290,284,418,430,163,171,195,195
30.19B,k_ff,497,501,167,167,290,284,418,430,163,171,195,195
30.19C,k_ff,497,509,167,167,290,284,418,430,163,171,195,195
30.23A,k_ff,497,501,167,170,290,284,418,424,161,161,195,201
30.23B,k_ff,497,501,167,170,290,284,418,424,161,161,195,201
30.23C,k_ff,497,501,167,170,290,284,418,424,161,161,195,201
30.24A,k_ff,499,503,167,167,290,284,418,430,163,171,195,195
30.24B,k_ff,499,511,167,167,290,284,418,430,163,171,195,195
30.24C,k_ff,499,511,167,167,290,284,418,430,163,171,195,195
30.26A,k_ff,499,503,167,170,290,284,418,424,161,161,195,201
30.34A,k_ff,499,511,167,167,290,284,418,418,163,171,195,195
30.34B,k_ff,499,511,167,167,290,284,418,430,163,171,195,195
30.34C,k_ff,499,511,167,167,290,284,418,430,163,171,195,195
39.12A,k_ss,499,511,167,167,290,284,418,430,163,171,195,201
40.19A,k_ss,499,499,167,167,290,290,418,418,161,161,201,201
40.19B,k_ss,499,499,167,167,290,290,418,418,0,0,201,201
41.6C,k_ss,499,499,167,167,290,290,418,418,0,0,201,201
41.7A,k_ss,499,499,167,167,290,290,418,418,163,163,201,201
41.7B,k_ss,0,0,167,167,290,290,418,418,163,163,201,201
41.7C,k_ss,499,499,167,167,290,290,418,418,163,163,201,201
42.26A ,k_ss,503,503,167,170,290,284,418,424,161,167,195,195
42.27A,k_ss,503,503,167,170,290,284,418,424,161,167,195,195
42.27B,k_ss,0,0,167,170,290,284,418,424,161,167,195,195
42.27C,k_ss,0,0,167,170,290,284,0,0,161,167,195,195
