6,166,1,166,,,,,,,,,,
Pysshium ulssimum pop,,,all,,,,,,,,,,
sample,pop,Py28,,Py62,,Py69,,Py30,,Py55,,Py57,
30.9B,all,497,501,167,167,290,284,418,430,163,171,195,195
30.9C,all,497,497,167,167,290,284,418,430,163,171,195,195
30.10A,all,497,509,167,167,290,284,418,430,163,171,195,195
30.10B,all,497,509,167,167,290,284,418,430,163,171,195,195
30.10C,all,501,501,167,170,290,284,418,418,161,167,195,195
30.11B,all,501,501,167,170,290,284,418,418,161,167,195,195
30.11C,all,501,501,167,170,290,284,0,0,161,167,195,195
30.12B,all,497,501,167,167,290,284,418,430,163,171,195,195
30.12C,all,497,497,167,167,290,284,418,430,163,171,195,195
30.13A,all,501,501,167,170,290,284,418,418,161,167,195,195
30.13C,all,501,501,167,170,290,284,418,418,161,167,195,195
30.15A,all,497,509,167,167,290,284,418,430,163,171,195,195
30.15B,all,497,501,167,167,290,284,418,430,163,171,195,195
30.15C,all,497,509,167,167,290,284,418,430,163,171,195,195
30.16A,all,501,501,170,170,0,0,418,418,161,167,195,195
30.16C,all,501,501,167,170,290,284,418,418,161,167,195,195
30.18A,all,497,501,167,170,290,284,418,418,161,167,195,195
30.18B,all,497,501,167,170,290,284,0,0,0,0,0,0
30.18C,all,501,501,167,170,290,284,418,418,161,167,195,195
30.19A,all,497,509,167,167,290,284,418,430,163,171,195,195
30.19B,all,497,501,167,167,290,284,418,430,163,171,195,195
30.19C,all,497,509,167,167,290,284,418,430,163,171,195,195
30.23A,all,497,501,167,170,290,284,418,424,161,161,195,201
30.23B,all,497,501,167,170,290,284,418,424,161,161,195,201
30.23C,all,497,501,167,170,290,284,418,424,161,161,195,201
30.24A,all,499,503,167,167,290,284,418,430,163,171,195,195
30.24B,all,499,511,167,167,290,284,418,430,163,171,195,195
30.24C,all,499,511,167,167,290,284,418,430,163,171,195,195
30.26A,all,499,503,167,170,290,284,418,424,161,161,195,201
30.34A,all,499,511,167,167,290,284,418,418,163,171,195,195
30.34B,all,499,511,167,167,290,284,418,430,163,171,195,195
30.34C,all,499,511,167,167,290,284,418,430,163,171,195,195
39.12A,all,499,511,167,167,290,284,418,430,163,171,195,201
40.19A,all,499,499,167,167,290,290,418,418,161,161,201,201
40.19B,all,499,499,167,167,290,290,418,418,0,0,201,201
41.6C,all,499,499,167,167,290,290,418,418,0,0,201,201
41.7A,all,499,499,167,167,290,290,418,418,163,163,201,201
41.7B,all,0,0,167,167,290,290,418,418,163,163,201,201
41.7C,all,499,499,167,167,290,290,418,418,163,163,201,201
42.26A ,all,503,503,167,170,290,284,418,424,161,167,195,195
42.27A,all,503,503,167,170,290,284,418,424,161,167,195,195
42.27B,all,0,0,167,170,290,284,418,424,161,167,195,195
42.27C,all,0,0,167,170,290,284,0,0,161,167,195,195
